归因方式,cpsid,包体id,渠道,设备归因日期,设备激活数,账号注册数,角色创建数,f1,f3,f7,f15,f30,f60,f90,f180,累计付费金额,c1,c3,c7,c15,c30,c60,c90,c180,累计付费人数
ORIG,5510,5510,yc,2022/7/12,29,15,16,214,226,226,226,226,226,226,226,226,5,5,5,5,5,5,5,5,5
ORIG,5505,5505,yc,2022/7/12,2,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5503,5503,yc,2022/7/12,1,3,4,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
ORIG,5501,5501,yc,2022/7/12,16,17,12,72,72,72,72,72,72,72,72,72,5,5,5,5,5,5,5,5,5
ORIG,5491,5491,yc,2022/7/12,12,6,8,6,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5
ORIG,5489,5489,yc,2022/7/12,56,45,57,1366,1882,1882,1882,1882,1882,1882,1882,1882,17,17,17,17,17,17,17,17,17
ORIG,5488,5488,yc,2022/7/12,33,23,21,5527,12761,12761,12761,12761,12761,12761,12761,12761,11,11,11,11,11,11,11,11,11
ORIG,5486,5486,yc,2022/7/12,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ORIG,5485,5485,yc,2022/7/12,225,464,727,1188,1254,1254,1254,1254,1254,1254,1254,1254,23,23,23,23,23,23,23,23,23
ORIG,5466,5466,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5286,5286,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5192,5192,yc,2022/7/12,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5075,5075,yc,2022/7/12,47,30,35,3003,3071,3071,3071,3071,3071,3071,3071,3071,4,5,5,5,5,5,5,5,5
ORIG,5007,5007,yc,2022/7/12,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5005,5005,yc,2022/7/12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ORIG,4951,4951,yc,2022/7/12,6,3,5,98,98,98,98,98,98,98,98,98,1,1,1,1,1,1,1,1,1
ORIG,4948,4948,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,4947,4947,yc,2022/7/12,3,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ORIG,4940,4940,yc,2022/7/12,59,41,49,308,314,314,314,314,314,314,314,314,14,14,14,14,14,14,14,14,14
ORIG,4930,4930,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,4914,4914,yc,2022/7/12,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
ORIG,4913,4913,yc,2022/7/12,176,226,234,1513,2311,2311,2311,2311,2311,2311,2311,2311,58,58,58,58,58,58,58,58,58
TD,2570012,257,icn,2022/7/12,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2570001,257,icn,2022/7/12,4,8,15,224,224,224,224,224,224,224,224,224,2,2,2,2,2,2,2,2,2
TD,2160507,216,yc,2022/7/12,3,4,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TD,2160504,216,yc,2022/7/12,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TD,2160502,216,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160310,216,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160305,216,yc,2022/7/12,1,1,1,30,188,188,188,188,188,188,188,188,1,1,1,1,1,1,1,1,1
TD,2160304,216,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160301,216,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160217,216,yc,2022/7/12,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160214,216,yc,2022/7/12,4,4,4,15,15,15,15,15,15,15,15,15,1,1,1,1,1,1,1,1,1
TD,2160213,216,yc,2022/7/12,7,5,6,516,516,516,516,516,516,516,516,516,1,1,1,1,1,1,1,1,1
TD,2160212,216,yc,2022/7/12,3,2,2,129,129,129,129,129,129,129,129,129,2,2,2,2,2,2,2,2,2
TD,2160210,216,yc,2022/7/12,2,2,2,9620,12462,12462,12462,12462,12462,12462,12462,12462,1,1,1,1,1,1,1,1,1
TD,2160209,216,yc,2022/7/12,3,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160208,216,yc,2022/7/12,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160117,216,yc,2022/7/12,4,2,2,849,849,849,849,849,849,849,849,849,1,1,1,1,1,1,1,1,1
TD,2160116,216,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160015,216,yc,2022/7/12,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160003,216,yc,2022/7/12,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160002,216,yc,2022/7/12,1,2,2,1228,1228,1228,1228,1228,1228,1228,1228,1228,2,2,2,2,2,2,2,2,2
TD,2130494,213,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130491,213,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130479,213,yc,2022/7/12,2,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130476,213,yc,2022/7/12,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130463,213,yc,2022/7/12,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130461,213,yc,2022/7/12,7,4,6,6,372,372,372,372,372,372,372,372,1,1,1,1,1,1,1,1,1
TD,2130350,213,yc,2022/7/12,9,5,4,31,31,31,31,31,31,31,31,31,1,1,1,1,1,1,1,1,1
TD,2130348,213,yc,2022/7/12,10,6,9,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130341,213,yc,2022/7/12,7,6,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130340,213,yc,2022/7/12,8,7,7,43,43,43,43,43,43,43,43,43,2,2,2,2,2,2,2,2,2
TD,2130336,213,yc,2022/7/12,4,3,2,30,30,30,30,30,30,30,30,30,1,1,1,1,1,1,1,1,1
TD,2130334,213,yc,2022/7/12,2,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130331,213,yc,2022/7/12,3,3,3,200,206,206,206,206,206,206,206,206,1,1,1,1,1,1,1,1,1
TD,2130327,213,yc,2022/7/12,7,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TD,2130326,213,yc,2022/7/12,4,3,3,248,248,248,248,248,248,248,248,248,2,2,2,2,2,2,2,2,2
TD,2130325,213,yc,2022/7/12,8,7,9,1,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1
TD,2130322,213,yc,2022/7/12,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130319,213,yc,2022/7/12,5,4,4,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2130315,213,yc,2022/7/12,2,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130310,213,yc,2022/7/12,3,3,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130308,213,yc,2022/7/12,2,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130305,213,yc,2022/7/12,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130304,213,yc,2022/7/12,2,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130303,213,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130301,213,yc,2022/7/12,5,4,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130209,213,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130201,213,yc,2022/7/12,1,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130156,213,yc,2022/7/12,2,2,3,69,70,70,70,70,70,70,70,70,2,2,2,2,2,2,2,2,2
TD,2130087,213,yc,2022/7/12,37,22,21,12,12,12,12,12,12,12,12,12,2,2,2,2,2,2,2,2,2
TD,2130086,213,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130084,213,yc,2022/7/12,38,61,109,24,25,25,25,25,25,25,25,25,4,4,4,4,4,4,4,4,4
TD,2130019,213,yc,2022/7/12,1,1,2,30,30,30,30,30,30,30,30,30,1,1,1,1,1,1,1,1,1
TD,2130018,213,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130016,213,yc,2022/7/12,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120105,212,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120057,212,yc,2022/7/12,3,3,3,72,72,72,72,72,72,72,72,72,3,3,3,3,3,3,3,3,3
TD,2120054,212,yc,2022/7/12,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120052,212,yc,2022/7/12,15,12,12,18,18,18,18,18,18,18,18,18,3,3,3,3,3,3,3,3,3
TD,2120051,212,yc,2022/7/12,1,1,1,127,127,127,127,127,127,127,127,127,1,1,1,1,1,1,1,1,1
TD,2120047,212,yc,2022/7/12,4,5,20,2,14,14,14,14,14,14,14,14,2,3,3,3,3,3,3,3,3
TD,2120045,212,yc,2022/7/12,3,4,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120043,212,yc,2022/7/12,6,4,5,7,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2
TD,2120042,212,yc,2022/7/12,2,2,3,6,12,12,12,12,12,12,12,12,1,2,2,2,2,2,2,2,2
TD,2120041,212,yc,2022/7/12,1,1,2,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2120005,212,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2111000,211,yc,2022/7/12,20,14,14,484,484,484,484,484,484,484,484,484,5,5,5,5,5,5,5,5,5
TD,2110344,211,yc,2022/7/12,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110339,211,yc,2022/7/12,6,6,6,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110337,211,yc,2022/7/12,16,12,12,66,66,66,66,66,66,66,66,66,2,2,2,2,2,2,2,2,2
TD,2110336,211,yc,2022/7/12,9,7,8,388,418,418,418,418,418,418,418,418,2,2,2,2,2,2,2,2,2
TD,2110335,211,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110332,211,yc,2022/7/12,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110331,211,yc,2022/7/12,5,3,8,67,74,74,74,74,74,74,74,74,1,2,2,2,2,2,2,2,2
TD,2110329,211,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110324,211,yc,2022/7/12,4,3,4,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2110323,211,yc,2022/7/12,4,4,3,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2110321,211,yc,2022/7/12,7,6,7,2010,2095,2095,2095,2095,2095,2095,2095,2095,2,2,2,2,2,2,2,2,2
TD,2110303,211,yc,2022/7/12,1,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110302,211,yc,2022/7/12,3,2,2,60,60,60,60,60,60,60,60,60,1,1,1,1,1,1,1,1,1
TD,2110301,211,yc,2022/7/12,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110096,211,yc,2022/7/12,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2110093,211,yc,2022/7/12,7,5,5,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2110091,211,yc,2022/7/12,3,1,1,30,30,30,30,30,30,30,30,30,1,1,1,1,1,1,1,1,1
TD,2103206,210,yc,2022/7/12,10,7,7,13,13,13,13,13,13,13,13,13,3,3,3,3,3,3,3,3,3
TD,2103205,210,yc,2022/7/12,11,7,7,12,604,4680,4680,4680,4680,4680,4680,4680,2,3,3,3,3,3,3,3,3
TD,2103203,210,yc,2022/7/12,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2103202,210,yc,2022/7/12,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2103200,210,yc,2022/7/12,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2103197,210,yc,2022/7/12,33,23,27,12471,14633,14633,14633,14633,14633,14633,14633,14633,9,9,9,9,9,9,9,9,9
TD,2103194,210,yc,2022/7/12,1,1,1,143,203,203,203,203,203,203,203,203,1,1,1,1,1,1,1,1,1
TD,2103193,210,yc,2022/7/12,1,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2103170,210,yc,2022/7/12,54,51,57,3692,4484,4484,4484,4484,4484,4484,4484,4484,11,11,11,11,11,11,11,11,11
TD,2103169,210,yc,2022/7/12,19,15,19,175,238,238,238,238,238,238,238,238,4,4,4,4,4,4,4,4,4
TD,2103163,210,yc,2022/7/12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TD,2103140,210,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2103139,210,yc,2022/7/12,47,42,43,3643,8489,8489,8489,8489,8489,8489,8489,8489,19,21,21,21,21,21,21,21,21
TD,2103094,210,yc,2022/7/12,6,6,11,1280,1438,1438,1438,1438,1438,1438,1438,1438,3,3,3,3,3,3,3,3,3
TD,2103046,210,yc,2022/7/12,101,85,105,3690,7493,7494,7494,7494,7494,7494,7494,7494,35,38,39,39,39,39,39,39,39
TD,2103028,210,yc,2022/7/12,20,12,13,13856,15608,15608,15608,15608,15608,15608,15608,15608,5,5,5,5,5,5,5,5,5
TD,2103024,210,yc,2022/7/12,65,51,75,641,731,731,731,731,731,731,731,731,25,26,26,26,26,26,26,26,26
TD,2102677,210,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2102675,210,yc,2022/7/12,9,8,7,102,132,132,132,132,132,132,132,132,1,1,1,1,1,1,1,1,1
TD,2102673,210,yc,2022/7/12,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2102672,210,yc,2022/7/12,1,1,1,46,150,150,150,150,150,150,150,150,1,1,1,1,1,1,1,1,1
TD,2102663,210,yc,2022/7/12,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2102661,210,yc,2022/7/12,1,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2102654,210,yc,2022/7/12,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2102558,210,yc,2022/7/12,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2102557,210,yc,2022/7/12,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2102555,210,yc,2022/7/12,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2102554,210,yc,2022/7/12,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2102084,210,yc,2022/7/12,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TD,2102077,210,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2102075,210,yc,2022/7/12,4,3,4,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2102074,210,yc,2022/7/12,15,27,37,215,219,219,265,281,281,281,281,281,10,11,11,12,12,12,12,12,12
TD,2102072,210,yc,2022/7/12,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101994,210,yc,2022/7/12,1,1,2,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
TD,2101992,210,yc,2022/7/12,5,3,5,61,91,91,91,91,91,91,91,91,1,1,1,1,1,1,1,1,1
TD,2101989,210,yc,2022/7/12,50,46,52,3954,3960,3960,3960,4148,4148,4148,4148,4148,11,12,12,12,13,13,13,13,13
TD,2101986,210,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101985,210,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101980,210,yc,2022/7/12,13,10,11,18,18,18,18,18,18,18,18,18,3,3,3,3,3,3,3,3,3
TD,2101977,210,yc,2022/7/12,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101975,210,yc,2022/7/12,8,9,9,30,30,30,30,30,30,30,30,30,1,1,1,1,1,1,1,1,1
TD,2101973,210,yc,2022/7/12,4,4,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101970,210,yc,2022/7/12,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101967,210,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101923,210,yc,2022/7/12,1,1,2,158,158,158,158,158,158,158,158,158,1,1,1,1,1,1,1,1,1
TD,2101922,210,yc,2022/7/12,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TD,2101921,210,yc,2022/7/12,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2101919,210,yc,2022/7/12,4,3,3,12,12,12,12,12,12,12,12,12,2,2,2,2,2,2,2,2,2
TD,2101917,210,yc,2022/7/12,27,25,30,256,330,330,330,330,330,330,330,330,7,8,8,8,8,8,8,8,8
TD,2101913,210,yc,2022/7/12,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101911,210,yc,2022/7/12,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101888,210,yc,2022/7/12,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101887,210,yc,2022/7/12,9,7,8,18,18,18,18,18,18,18,18,18,3,3,3,3,3,3,3,3,3
TD,2101883,210,yc,2022/7/12,3,3,4,102,102,102,102,102,102,102,102,102,1,1,1,1,1,1,1,1,1
TD,2101882,210,yc,2022/7/12,2,2,2,110,170,170,170,170,170,170,170,170,2,2,2,2,2,2,2,2,2
TD,2101747,210,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101746,210,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101745,210,yc,2022/7/12,9,7,8,104,104,104,104,104,104,104,104,104,2,2,2,2,2,2,2,2,2
TD,2101744,210,yc,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101743,210,yc,2022/7/12,10,7,8,195,196,196,196,196,196,196,196,196,4,4,4,4,4,4,4,4,4
TD,2101741,210,yc,2022/7/12,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2101677,210,yc,2022/7/12,2,2,4,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2101675,210,yc,2022/7/12,1,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101673,210,yc,2022/7/12,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101671,210,yc,2022/7/12,10,9,9,60,62,62,62,62,62,62,62,62,1,3,3,3,3,3,3,3,3
TD,10930001,1093,icn,2022/7/12,1,1,1,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1
TD,10690001,1069,icn,2022/7/12,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,9010004,901,icn,2022/7/13,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,9010003,901,icn,2022/7/13,5,4,5,154,214,214,214,214,214,214,214,214,1,1,1,1,1,1,1,1,1
TD,9010001,901,icn,2022/7/13,40,117,164,5172,7207,7537,7785,9675,10029,10029,10029,10029,26,27,29,29,29,29,29,29,29
TD,8740044,874,icn,2022/7/13,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,8740043,874,icn,2022/7/13,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,8740042,874,icn,2022/7/13,4,4,3,12,12,12,12,12,12,12,12,12,2,2,2,2,2,2,2,2,2
TD,8740041,874,icn,2022/7/13,5,5,4,261,291,291,291,291,291,291,291,291,2,2,2,2,2,2,2,2,2
TD,8740034,874,icn,2022/7/13,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,8721019,872,icn,2022/7/13,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,8721012,872,icn,2022/7/13,4,4,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,8710807,871,icn,2022/7/13,18,14,16,596,664,664,664,664,664,664,664,664,3,3,3,3,3,3,3,3,3
TD,8710806,871,icn,2022/7/13,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,8710805,871,icn,2022/7/13,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,8710804,871,icn,2022/7/13,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,8710803,871,icn,2022/7/13,3,3,3,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,8710802,871,icn,2022/7/13,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,8710801,871,icn,2022/7/13,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,8570560,857,icn,2022/7/13,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,8570549,857,icn,2022/7/13,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,8570540,857,icn,2022/7/13,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,8570537,857,icn,2022/7/13,3,3,3,12,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1,1
TD,8570534,857,icn,2022/7/13,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,8570522,857,icn,2022/7/13,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,8570510,857,icn,2022/7/13,1,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,8570508,857,icn,2022/7/13,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6201,6201,yc,2022/7/13,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,61279049,6127,yc,2022/7/13,13,8,9,142,142,142,142,142,142,142,142,142,4,4,4,4,4,4,4,4,4
ORIG,6127,6127,yc,2022/7/13,3,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,61259047,6125,yc,2022/7/13,19,19,17,114,114,114,114,114,144,144,144,144,2,2,2,2,2,3,3,3,3
ORIG,6125,6125,yc,2022/7/13,6,5,6,219,219,219,219,219,219,219,219,219,1,1,1,1,1,1,1,1,1
TD,61249045,6124,yc,2022/7/13,4,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,61239043,6123,yc,2022/7/13,4,3,3,194,194,194,194,194,194,194,194,194,2,2,2,2,2,2,2,2,2
ORIG,6123,6123,yc,2022/7/13,6,6,6,12,12,12,12,12,12,12,12,12,2,2,2,2,2,2,2,2,2
TD,61169021,6116,yc,2022/7/13,5,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6116,6116,yc,2022/7/13,4,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6115,6115,yc,2022/7/13,5,4,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6091,6091,yc,2022/7/13,10,8,8,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6090,6090,yc,2022/7/13,21,17,16,37,73,73,73,73,73,73,73,73,3,5,5,5,5,5,5,5,5
ORIG,6080,6080,yc,2022/7/13,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6077,6077,yc,2022/7/13,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6075,6075,yc,2022/7/13,2,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6074,6074,yc,2022/7/13,3,3,4,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
ORIG,6073,6073,yc,2022/7/13,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6072,6072,yc,2022/7/13,5,4,9,120,224,224,224,224,224,224,224,224,1,2,2,2,2,2,2,2,2
ORIG,6050,6050,yc,2022/7/13,20,14,15,137,137,137,137,137,137,137,137,137,2,2,2,2,2,2,2,2,2
ORIG,6049,6049,yc,2022/7/13,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
ORIG,6047,6047,yc,2022/7/13,3,3,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6046,6046,yc,2022/7/13,2,2,2,1610,2486,2486,2486,2486,2486,2486,2486,2486,1,1,1,1,1,1,1,1,1
ORIG,6044,6044,yc,2022/7/13,6,5,5,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
ORIG,6043,6043,yc,2022/7/13,4,4,4,72,132,132,132,132,132,132,132,132,2,2,2,2,2,2,2,2,2
ORIG,6042,6042,yc,2022/7/13,13,11,10,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
ORIG,6010,6010,yc,2022/7/13,4,2,2,6,36,36,36,36,36,36,36,36,1,2,2,2,2,2,2,2,2
