归因方式,cpsid,包体id,渠道,设备归因日期,设备激活数,账号注册数,角色创建数,f1,f3,f7,f15,f30,f60,f90,f180,累计付费金额,c1,c3,c7,c15,c30,c60,c90,c180,累计付费人数,次留,三留,七留,月留
TD,2110313,211,yc,2022-08-05,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,2110312,211,yc,2022-08-05,7,6,6,6,6,6,-,-,-,-,-,6,1,1,1,-,-,-,-,-,1,1,1,0,-
TD,2110311,211,yc,2022-08-05,2,1,2,0,6,6,-,-,-,-,-,6,0,1,1,-,-,-,-,-,1,1,1,1,-
TD,2110310,211,yc,2022-08-05,3,3,5,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,2,0,0,-
TD,2110301,211,yc,2022-08-05,7,6,9,6,24,43,-,-,-,-,-,44,1,3,3,-,-,-,-,-,3,3,2,1,-
TD,2110096,211,yc,2022-08-05,1,1,3,319,701,829,-,-,-,-,-,829,1,1,1,-,-,-,-,-,1,1,1,1,-
TD,2110095,211,yc,2022-08-05,3,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,2110093,211,yc,2022-08-05,1,1,3,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,1,1,1,-
ORIG,2110000,2110000,yc,2022-08-05,15,8,9,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,1,1,0,-
TD,2103217,210,yc,2022-08-05,5,4,5,6,6,6,-,-,-,-,-,6,1,1,1,-,-,-,-,-,1,2,1,0,-
TD,2103216,210,yc,2022-08-05,3,2,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,2103215,210,yc,2022-08-05,1,1,1,68,68,68,-,-,-,-,-,68,1,1,1,-,-,-,-,-,1,1,1,0,-
TD,2103214,210,yc,2022-08-05,2,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2103213,210,yc,2022-08-05,4,2,2,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,2103203,210,yc,2022-08-05,4,3,4,36,36,36,-,-,-,-,-,36,2,2,2,-,-,-,-,-,2,2,1,0,-
TD,2103197,210,yc,2022-08-05,5,4,5,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,2103193,210,yc,2022-08-05,6,5,6,6,12,12,-,-,-,-,-,12,1,2,2,-,-,-,-,-,2,1,0,0,-
TD,2103170,210,yc,2022-08-05,17,12,17,2,3,5,-,-,-,-,-,36,2,2,3,-,-,-,-,-,3,4,2,2,-
TD,2103169,210,yc,2022-08-05,29,23,28,633,2449,3509,-,-,-,-,-,3625,7,7,7,-,-,-,-,-,8,8,3,3,-
TD,2103139,210,yc,2022-08-05,31,29,40,79,97,761,-,-,-,-,-,791,5,7,9,-,-,-,-,-,9,11,6,4,-
TD,2103094,210,yc,2022-08-05,13,8,8,2,2,370,-,-,-,-,-,370,2,2,2,-,-,-,-,-,2,3,2,2,-
TD,2103046,210,yc,2022-08-05,55,47,55,584,660,830,-,-,-,-,-,831,9,10,10,-,-,-,-,-,10,15,8,5,-
TD,2103028,210,yc,2022-08-05,12,9,9,30,30,30,-,-,-,-,-,30,1,1,1,-,-,-,-,-,1,1,0,0,-
TD,2103024,210,yc,2022-08-05,65,48,61,85,132,176,-,-,-,-,-,180,7,9,11,-,-,-,-,-,13,13,10,7,-
TD,2103003,210,yc,2022-08-05,71,59,71,1148,2828,6579,-,-,-,-,-,6993,19,20,21,-,-,-,-,-,21,25,20,7,-
TD,2102689,210,yc,2022-08-05,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2102688,210,yc,2022-08-05,5,4,4,6,6,6,-,-,-,-,-,6,1,1,1,-,-,-,-,-,1,3,1,0,-
TD,2102687,210,yc,2022-08-05,39,32,34,310,2606,2642,-,-,-,-,-,3500,11,11,11,-,-,-,-,-,11,10,4,3,-
TD,2102686,210,yc,2022-08-05,1,1,1,6,6,6,-,-,-,-,-,6,1,1,1,-,-,-,-,-,1,0,0,0,-
TD,2102684,210,yc,2022-08-05,1,1,3,0,12,86,-,-,-,-,-,86,0,1,1,-,-,-,-,-,1,1,1,1,-
TD,2102672,210,yc,2022-08-05,21,10,10,6,302,401,-,-,-,-,-,469,1,2,3,-,-,-,-,-,3,4,1,0,-
TD,2102078,210,yc,2022-08-05,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,1,1,0,-
TD,2102077,210,yc,2022-08-05,2,1,1,6,6,6,-,-,-,-,-,6,1,1,1,-,-,-,-,-,1,0,0,0,-
TD,2102076,210,yc,2022-08-05,4,4,6,56,56,62,-,-,-,-,-,62,2,2,3,-,-,-,-,-,3,2,0,0,-
TD,2102075,210,yc,2022-08-05,1,1,1,6,6,6,-,-,-,-,-,6,1,1,1,-,-,-,-,-,1,1,1,0,-
TD,2102074,210,yc,2022-08-05,5,2,4,37,195,195,-,-,-,-,-,263,2,2,2,-,-,-,-,-,2,1,1,1,-
TD,2102073,210,yc,2022-08-05,6,5,8,352,648,660,-,-,-,-,-,660,2,2,3,-,-,-,-,-,3,1,1,1,-
TD,2102072,210,yc,2022-08-05,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,1,0,0,-
TD,2102071,210,yc,2022-08-05,3,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,1,1,0,-
TD,2101994,210,yc,2022-08-05,2,2,2,6,6,6,-,-,-,-,-,6,1,1,1,-,-,-,-,-,1,0,0,0,-
TD,2101991,210,yc,2022-08-05,1,1,3,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,1,1,0,-
TD,2101989,210,yc,2022-08-05,2,1,1,6,6,6,-,-,-,-,-,6,1,1,1,-,-,-,-,-,1,0,0,0,-
TD,2101962,210,yc,2022-08-05,3,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,1,0,0,-
TD,2101961,210,yc,2022-08-05,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,2101926,210,yc,2022-08-05,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,2101924,210,yc,2022-08-05,2,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,2101922,210,yc,2022-08-05,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,2101921,210,yc,2022-08-05,2,2,3,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,1,0,0,-
TD,2101885,210,yc,2022-08-05,2,1,1,1,1,1,-,-,-,-,-,1,1,1,1,-,-,-,-,-,1,0,0,0,-
TD,2101884,210,yc,2022-08-05,3,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2101883,210,yc,2022-08-05,3,1,2,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,1,0,0,-
TD,2101743,210,yc,2022-08-05,12,12,16,62,483,787,-,-,-,-,-,1077,6,7,7,-,-,-,-,-,7,5,4,3,-
TD,2101742,210,yc,2022-08-05,21,18,21,48,444,972,-,-,-,-,-,2576,4,7,7,-,-,-,-,-,7,6,5,4,-
TD,2101678,210,yc,2022-08-05,4,4,11,6,12,12,-,-,-,-,-,12,1,2,2,-,-,-,-,-,2,3,2,0,-
TD,2101677,210,yc,2022-08-05,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2101672,210,yc,2022-08-05,1,1,1,201,907,1080,-,-,-,-,-,1080,1,1,1,-,-,-,-,-,1,1,1,1,-
TD,2101062,210,yc,2022-08-05,2,2,2,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,2101061,210,yc,2022-08-05,5,3,4,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
ORIG,2101019,2101019,yc,2022-08-05,14,8,6,6,6,6,-,-,-,-,-,6,1,1,1,-,-,-,-,-,1,2,1,0,-
ORIG,2101017,2101017,yc,2022-08-05,40,30,31,108,115,151,-,-,-,-,-,320,6,7,8,-,-,-,-,-,8,10,6,5,-
TD,12450001,1245,icn,2022-08-05,1,1,1,0,1,1,-,-,-,-,-,1,0,1,1,-,-,-,-,-,1,1,1,0,-
TD,11020001,1102,icn,2022-08-05,2,2,5,842,2266,2364,-,-,-,-,-,2492,1,1,1,-,-,-,-,-,1,2,2,1,-
TD,10960001,1096,icn,2022-08-05,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,1,0,0,-
ORIG,0,0,icn,2022-08-05,143,86,78,202,2485,3609,-,-,-,-,-,4285,11,12,13,-,-,-,-,-,13,34,22,14,-
ORIG,0,0,yc,2022-08-05,3,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,9103008,910,icn,2022-08-06,2,3,3,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,2,1,1,-
TD,9103007,910,icn,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,9103004,910,icn,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,9102019,910,icn,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,9102017,910,icn,2022-08-06,3,3,5,46,46,46,-,-,-,-,-,64,1,1,1,-,-,-,-,-,2,2,2,2,-
TD,9102016,910,icn,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,1,0,-
TD,9102014,910,icn,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,9102012,910,icn,2022-08-06,1,1,5,68,98,98,-,-,-,-,-,98,1,1,1,-,-,-,-,-,1,1,1,1,-
TD,9102011,910,icn,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,9102008,910,icn,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,1,0,0,-
TD,9102007,910,icn,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,9102002,910,icn,2022-08-06,1,1,1,198,198,198,-,-,-,-,-,198,1,1,1,-,-,-,-,-,1,0,0,0,-
TD,9100002,910,icn,2022-08-06,3,1,1,98,98,-,-,-,-,-,-,98,1,1,-,-,-,-,-,-,1,1,1,-,-
TD,9010007,901,icn,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,9010004,901,icn,2022-08-06,3,3,4,0,1,1,-,-,-,-,-,1,0,1,1,-,-,-,-,-,1,2,1,1,-
TD,9010003,901,icn,2022-08-06,3,3,5,66,372,540,-,-,-,-,-,644,2,3,3,-,-,-,-,-,3,3,3,3,-
TD,9010001,901,icn,2022-08-06,36,30,29,310,466,472,-,-,-,-,-,700,5,5,5,-,-,-,-,-,5,10,9,3,-
TD,8740049,874,icn,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,8740048,874,icn,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,1,0,1,-
TD,8710807,871,icn,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,8710805,871,icn,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,8710804,871,icn,2022-08-06,2,2,2,6,6,6,-,-,-,-,-,6,1,1,1,-,-,-,-,-,1,1,1,0,-
TD,8710803,871,icn,2022-08-06,1,2,18,286,612,1039,-,-,-,-,-,1039,1,1,2,-,-,-,-,-,2,2,2,1,-
TD,8010006,801,icn,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,7213003,721,icn,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,1,0,-
TD,7213001,721,icn,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,7210013,721,icn,2022-08-06,10,9,9,392,848,848,-,-,-,-,-,848,2,2,2,-,-,-,-,-,2,1,1,1,-
TD,7210012,721,icn,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,7210003,721,icn,2022-08-06,2,2,2,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,7210002,721,icn,2022-08-06,2,2,2,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,7120010,712,icn,2022-08-06,3,2,2,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,7120009,712,icn,2022-08-06,2,2,2,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,1,-
TD,7120008,712,icn,2022-08-06,3,3,4,6,6,6,-,-,-,-,-,6,1,1,1,-,-,-,-,-,1,1,1,2,-
TD,7120007,712,icn,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,7120006,712,icn,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,7120002,712,icn,2022-08-06,2,2,2,7,7,7,-,-,-,-,-,7,2,2,2,-,-,-,-,-,2,1,0,0,-
ORIG,6280,6280,yc,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
ORIG,6277,6277,yc,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,6269,6269,yc,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
ORIG,6268,6268,yc,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
ORIG,6267,6267,yc,2022-08-06,1,1,3,0,0,6,-,-,-,-,-,6,0,0,1,-,-,-,-,-,1,0,0,1,-
ORIG,6266,6266,yc,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,6265,6265,yc,2022-08-06,7,6,7,7,7,7,-,-,-,-,-,7,2,2,2,-,-,-,-,-,2,1,1,0,-
ORIG,6264,6264,yc,2022-08-06,3,2,2,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,1,0,0,-
ORIG,6262,6262,yc,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,1,0,0,-
ORIG,6261,6261,yc,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,6251073,625,yc,2022-08-06,1,1,1,42,42,42,-,-,-,-,-,42,1,1,1,-,-,-,-,-,1,1,1,1,-
TD,6251072,625,yc,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,6251068,625,yc,2022-08-06,2,2,5,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,2,2,1,-
TD,6251065,625,yc,2022-08-06,3,2,2,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,1,0,0,-
TD,6251064,625,yc,2022-08-06,2,5,5,3,11,36,-,-,-,-,-,36,3,5,5,-,-,-,-,-,5,5,3,1,-
TD,6251062,625,yc,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,6251060,625,yc,2022-08-06,1,1,2,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,6251059,625,yc,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,6251057,625,yc,2022-08-06,2,2,2,6,6,6,-,-,-,-,-,6,1,1,1,-,-,-,-,-,1,0,0,0,-
TD,6251056,625,yc,2022-08-06,2,2,2,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,6251055,625,yc,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,6251054,625,yc,2022-08-06,3,3,4,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,1,0,0,-
TD,6251052,625,yc,2022-08-06,1,1,0,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,6251048,625,yc,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,1,0,0,-
TD,6251042,625,yc,2022-08-06,2,1,1,6,6,6,-,-,-,-,-,6,1,1,1,-,-,-,-,-,1,0,1,1,-
TD,6251029,625,yc,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,6251010,625,yc,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,6251002,625,yc,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,1,0,0,-
ORIG,6251,6251,yc,2022-08-06,3,3,4,0,6,6,-,-,-,-,-,6,0,1,1,-,-,-,-,-,1,1,1,1,-
ORIG,6231,6231,yc,2022-08-06,3,2,1,1,1,1,-,-,-,-,-,1,1,1,1,-,-,-,-,-,1,0,0,0,-
TD,6226014,622,yc,2022-08-06,2,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,6226013,622,yc,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,6226012,622,yc,2022-08-06,4,22,36,6,6,11,-,-,-,-,-,11,6,6,6,-,-,-,-,-,6,18,6,5,-
TD,6226002,622,yc,2022-08-06,1,1,1,1,1,1,-,-,-,-,-,1,1,1,1,-,-,-,-,-,1,0,0,0,-
TD,6226001,622,yc,2022-08-06,2,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
ORIG,6150,6150,yc,2022-08-06,8,8,9,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,7,4,1,-
ORIG,6137,6137,yc,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
ORIG,6118,6118,yc,2022-08-06,8,5,5,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,1,0,0,-
TD,6117002,611,yc,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
ORIG,6113,6113,yc,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,6066,6066,yc,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,6060,6060,yc,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,6050,6050,yc,2022-08-06,3,3,3,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,1,0,0,-
ORIG,6049,6049,yc,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,6047,6047,yc,2022-08-06,4,3,4,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,1,0,-
ORIG,6044,6044,yc,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
ORIG,6042,6042,yc,2022-08-06,16,9,11,0,6,6,-,-,-,-,-,6,0,1,1,-,-,-,-,-,1,4,1,0,-
ORIG,6015,6015,yc,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,6010,6010,yc,2022-08-06,4,2,1,6,6,6,-,-,-,-,-,6,1,1,1,-,-,-,-,-,1,0,0,0,-
ORIG,6005,6005,yc,2022-08-06,4,4,6,6,12,12,-,-,-,-,-,12,1,2,2,-,-,-,-,-,2,1,1,0,-
ORIG,6003,6003,yc,2022-08-06,10,8,11,159,1109,2325,-,-,-,-,-,2653,2,2,2,-,-,-,-,-,2,4,3,3,-
ORIG,6001,6001,yc,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
ORIG,5999,5999,yc,2022-08-06,7,7,9,6,6,6,-,-,-,-,-,6,1,1,1,-,-,-,-,-,1,2,0,1,-
ORIG,5998,5998,yc,2022-08-06,3,3,4,622,622,622,-,-,-,-,-,622,1,1,1,-,-,-,-,-,1,1,0,0,-
ORIG,5997,5997,yc,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
ORIG,5996,5996,yc,2022-08-06,4,3,3,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,1,1,0,-
ORIG,5987,5987,yc,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5985,5985,yc,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5984,5984,yc,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
ORIG,5983,5983,yc,2022-08-06,4,1,2,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
ORIG,5981,5981,yc,2022-08-06,25,22,23,66,66,66,-,-,-,-,-,66,3,3,3,-,-,-,-,-,3,3,4,0,-
ORIG,5856,5856,yc,2022-08-06,52,35,13,362,364,1022,-,-,-,-,-,1032,4,5,5,-,-,-,-,-,5,9,3,3,-
ORIG,5809,5809,yc,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5808,5808,yc,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5790,5790,yc,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5784,5784,yc,2022-08-06,4,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5758,5758,yc,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5694,5694,yc,2022-08-06,1,1,0,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
TD,5672009,567,yc,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,5671053,567,yc,2022-08-06,2,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,1,-
TD,5671045,567,yc,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,5671041,567,yc,2022-08-06,2,2,2,10,10,10,-,-,-,-,-,10,1,1,1,-,-,-,-,-,1,0,0,0,-
TD,5671040,567,yc,2022-08-06,1,1,3,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,1,1,0,-
TD,5671034,567,yc,2022-08-06,3,3,3,98,98,98,-,-,-,-,-,98,1,1,1,-,-,-,-,-,1,1,2,0,-
TD,5671032,567,yc,2022-08-06,12,12,14,6,12,12,-,-,-,-,-,12,1,1,1,-,-,-,-,-,1,3,2,1,-
TD,5671031,567,yc,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,1,0,0,-
TD,5671030,567,yc,2022-08-06,52,52,57,54,89,361,-,-,-,-,-,590,9,11,12,-,-,-,-,-,12,19,11,5,-
TD,5671029,567,yc,2022-08-06,10,7,9,96,164,322,-,-,-,-,-,1104,2,2,2,-,-,-,-,-,2,2,2,1,-
TD,5671023,567,yc,2022-08-06,2,2,2,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,1,1,0,-
TD,5671021,567,yc,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,5671018,567,yc,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5671,5671,yc,2022-08-06,1,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
ORIG,5617,5617,yc,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5590,5590,yc,2022-08-06,2,1,0,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
ORIG,5569,5569,yc,2022-08-06,2,1,0,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
ORIG,5528,5528,yc,2022-08-06,2,1,1,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,0,0,0,-
ORIG,5518,5518,yc,2022-08-06,15,4,6,7,7,7,-,-,-,-,-,7,2,2,2,-,-,-,-,-,2,4,1,1,-
ORIG,5512,5512,yc,2022-08-06,49,46,46,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,10,13,19,-
ORIG,5510,5510,yc,2022-08-06,8,2,2,31,62,68,-,-,-,-,-,128,1,2,2,-,-,-,-,-,2,2,2,2,-
ORIG,5505,5505,yc,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5501,5501,yc,2022-08-06,4,2,3,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,1,1,0,-
ORIG,5491,5491,yc,2022-08-06,3,1,1,0,68,68,-,-,-,-,-,68,0,1,1,-,-,-,-,-,1,1,1,0,-
ORIG,5489,5489,yc,2022-08-06,25,14,16,32,32,32,-,-,-,-,-,32,2,2,2,-,-,-,-,-,2,7,4,2,-
ORIG,5488,5488,yc,2022-08-06,13,8,9,0,0,0,-,-,-,-,-,,0,0,0,-,-,-,-,-,0,3,2,0,-
ORIG,5486,5486,yc,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5485,5485,yc,2022-08-06,201,796,1535,33,33,33,-,-,-,-,-,33,4,4,4,-,-,-,-,-,4,555,37,13,-
ORIG,5469,5469,yc,2022-08-06,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5467,5467,yc,2022-08-06,2,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5075,5075,yc,2022-08-06,23,18,20,74,164,508,-,-,-,-,-,636,2,2,2,-,-,-,-,-,2,6,5,2,-
